Calibration Curve UV	
7.69167	8.005
7.69333	8.004
7.69500	8.003
7.69667	8.003
7.69833	8.002
7.70000	8.001
7.70167	8.000
7.70333	8.000
7.70500	7.999
7.70667	7.998
7.70833	7.997
7.71000	7.997
7.71167	7.996
7.71333	7.995
7.71500	7.994
7.71667	7.994
7.71833	7.993
7.72000	7.992
7.72167	7.991
7.72333	7.991
7.72500	7.990
7.72667	7.989
7.72833	7.988
7.73000	7.988
7.73167	7.987
7.73333	7.986
7.73500	7.985
7.73667	7.985
7.73833	7.984
7.74000	7.983
7.74167	7.982
7.74333	7.982
7.74500	7.981
7.74667	7.980
7.74833	7.979
7.75000	7.979
7.75167	7.978
7.75333	7.977
7.75500	7.976
7.75667	7.976
7.75833	7.975
7.76000	7.974
7.76167	7.973
7.76333	7.973
7.76500	7.972
7.76667	7.971
7.76833	7.970
7.77000	7.970
7.77167	7.969
7.77333	7.968
7.77500	7.968
7.77667	7.967
7.77833	7.966
7.78000	7.965
7.78167	7.965
7.78333	7.964
7.78500	7.963
7.78667	7.962
7.78833	7.962
7.79000	7.961
7.79167	7.960
7.79333	7.959
7.79500	7.959
7.79667	7.958
7.79833	7.957
7.80000	7.956
7.80167	7.956
7.80333	7.955
7.80500	7.954
7.80667	7.953
7.80833	7.953
7.81000	7.952
7.81167	7.951
7.81333	7.950
7.81500	7.950
7.81667	7.949
7.81833	7.948
7.82000	7.947
7.82167	7.947
7.82333	7.946
7.82500	7.945
7.82667	7.944
7.82833	7.944
7.83000	7.943
7.83167	7.942
7.83333	7.941
7.83500	7.941
7.83667	7.940
7.83833	7.939
7.84000	7.938
7.84167	7.938
7.84333	7.937
7.84500	7.936
7.84667	7.935
7.84833	7.935
7.85000	7.934
7.85167	7.933
7.85333	7.932
7.85500	7.932
7.85667	7.931
7.85833	7.930
7.86000	7.929
7.86167	7.929
7.86333	7.928
7.86500	7.927
7.86667	7.926
7.86833	7.926
7.87000	7.925
7.87167	7.924
7.87333	7.923
7.87500	7.923
7.87667	7.922
7.87833	7.921
7.88000	7.920
7.88167	7.920
7.88333	7.919
7.88500	7.918
7.88667	7.917
7.88833	7.917
7.89000	7.916
7.89167	7.915
7.89333	7.914
7.89500	7.914
7.89667	7.913
7.89833	7.912
7.90000	7.911
7.90167	7.911
7.90333	7.910
7.90500	7.909
7.90667	7.908
7.90833	7.908
7.91000	7.907
7.91167	7.906
7.91333	7.905
7.91500	7.905
7.91667	7.904
7.91833	7.903
7.92000	7.902
7.92167	7.902
7.92333	7.901
7.92500	7.900
7.92667	7.899
7.92833	7.899
7.93000	7.898
7.93167	7.897
7.93333	7.896
7.93500	7.896
7.93667	7.895
7.93833	7.894
7.94000	7.893
7.94167	7.893
7.94333	7.892
7.94500	7.891
7.94667	7.890
7.94833	7.890
7.95000	7.889
7.95167	7.888
7.95333	7.887
7.95500	7.887
7.95667	7.886
7.95833	7.885
7.96000	7.884
7.96167	7.884
7.96333	7.883
7.96500	7.882
7.96667	7.881
7.96833	7.881
7.97000	7.880
7.97167	7.879
7.97333	7.878
7.97500	7.878
7.97667	7.877
7.97833	7.876
7.98000	7.875
7.98167	7.875
7.98333	7.874
7.98500	7.873
7.98667	7.873
7.98833	7.872
7.99000	7.871
7.99167	7.870
7.99333	7.870
7.99500	7.869
7.99667	7.868
7.99833	7.867
8.00000	7.867
8.00167	7.866
8.00333	7.865
8.00500	7.864
8.00667	7.864
8.00833	7.863
8.01000	7.862
8.01167	7.861
8.01333	7.861
8.01500	7.860
8.01667	7.859
8.01833	7.858
8.02000	7.858
8.02167	7.857
8.02333	7.856
8.02500	7.855
8.02667	7.855
8.02833	7.854
8.03000	7.853
8.03167	7.852
8.03333	7.852
8.03500	7.851
8.03667	7.850
8.03833	7.849
8.04000	7.849
8.04167	7.848
8.04333	7.847
8.04500	7.846
8.04667	7.846
8.04833	7.845
8.05000	7.844
8.05167	7.843
8.05333	7.843
8.05500	7.842
8.05667	7.841
8.05833	7.840
8.06000	7.840
8.06167	7.839
8.06333	7.838
8.06498	7.837
8.06667	7.837
8.06833	7.836
8.07000	7.835
8.07167	7.834
8.07333	7.834
8.07500	7.833
8.07667	7.832
8.07833	7.831
8.08000	7.831
8.08167	7.830
8.08333	7.829
8.08500	7.828
8.08667	7.828
8.08833	7.827
8.09000	7.826
8.09167	7.825
8.09333	7.825
8.09500	7.824
8.09667	7.823
8.09833	7.822
8.10000	7.822
8.10167	7.821
8.10333	7.820
8.10500	7.819
8.10667	7.819
8.10833	7.818
8.11000	7.817
8.11167	7.816
8.11333	7.816
8.11500	7.815
8.11667	7.814
8.11833	7.813
8.12000	7.813
8.12167	7.812
8.12333	7.811
8.12500	7.810
8.12667	7.810
8.12833	7.809
8.13000	7.808
8.13167	7.807
8.13333	7.807
8.13500	7.806
8.13667	7.805
8.13833	7.804
8.14000	7.804
8.14167	7.803
8.14333	7.802
8.14500	7.801
8.14667	7.801
8.14833	7.800
8.15000	7.799
8.15167	7.798
8.15333	7.798
8.15500	7.797
8.15667	7.796
8.15833	7.795
8.16000	7.795
8.16167	7.794
8.16333	7.793
8.16500	7.792
8.16667	7.792
8.16833	7.791
8.17000	7.790
8.17167	7.789
8.17333	7.789
8.17500	7.788
8.17667	7.787
8.17833	7.786
8.18000	7.786
8.18167	7.785
8.18333	7.784
8.18500	7.783
8.18667	7.783
8.18833	7.782
8.19000	7.781
8.19167	7.780
8.19333	7.780
8.19500	7.779
8.19667	7.778
8.19833	7.777
8.20000	7.777
8.20167	7.776
8.20333	7.775
8.20500	7.775
8.20667	7.774
8.20833	7.773
8.21000	7.772
8.21167	7.772
8.21333	7.771
8.21500	7.770
8.21667	7.769
8.21833	7.769
8.22000	7.768
8.22167	7.767
8.22333	7.766
8.22500	7.766
8.22667	7.765
8.22833	7.764
8.23000	7.763
8.23167	7.763
8.23333	7.762
8.23500	7.761
8.23667	7.760
8.23833	7.760
8.24000	7.759
8.24167	7.758
8.24333	7.757
8.24500	7.757
8.24667	7.756
8.24833	7.755
8.25000	7.754
8.25167	7.754
8.25333	7.753
8.25500	7.752
8.25667	7.751
8.25833	7.751
8.26000	7.750
8.26167	7.749
8.26333	7.748
8.26500	7.748
8.26667	7.747
8.26833	7.746
8.27000	7.745
8.27167	7.745
8.27333	7.744
8.27500	7.743
8.27667	7.742
8.27833	7.742
8.28000	7.741
8.28167	7.740
8.28333	7.739
8.28500	7.739
8.28667	7.738
8.28833	7.737
8.29000	7.736
8.29167	7.736
8.29333	7.735
8.29500	7.734
8.29667	7.733
8.29833	7.733
8.30000	7.732
8.30167	7.731
8.30333	7.730
8.30500	7.730
8.30667	7.729
8.30833	7.728
8.31000	7.727
8.31167	7.727
8.31333	7.726
8.31500	7.725
8.31667	7.724
8.31833	7.724
8.32000	7.723
8.32167	7.722
8.32333	7.721
8.32500	7.721
8.32667	7.720
8.32833	7.719
8.33000	7.718
8.33167	7.718
8.33333	7.717
8.33500	7.716
8.33667	7.715
8.33833	7.715
8.34000	7.714
8.34167	7.713
8.34333	7.712
8.34500	7.712
8.34667	7.711
8.34833	7.710
8.35000	7.709
8.35167	7.709
8.35333	7.708
8.35500	7.707
8.35667	7.706
8.35833	7.706
8.36000	7.705
8.36167	7.704
8.36333	7.703
8.36500	7.703
8.36667	7.702
8.36833	7.701
8.37000	7.700
8.37167	7.700
8.37333	7.699
8.37500	7.698
8.37667	7.697
8.37833	7.697
8.38000	7.696
8.38167	7.695
8.38333	7.694
8.38500	7.694
8.38667	7.693
8.38833	7.692
8.39000	7.691
8.39167	7.691
8.39333	7.690
8.39500	7.689
8.39667	7.688
8.39833	7.688
8.40000	7.687
8.40167	7.686
8.40333	7.685
8.40500	7.685
8.40667	7.684
8.40833	7.683
8.41000	7.682
8.41167	7.682
8.41333	7.681
8.41500	7.680
8.41667	7.680
8.41833	7.679
8.42000	7.678
8.42167	7.677
8.42333	7.677
8.42500	7.676
8.42667	7.675
8.42833	7.674
8.43000	7.674
8.43167	7.673
8.43333	7.672
8.43500	7.671
8.43667	7.671
8.43833	7.670
8.44000	7.669
8.44167	7.668
8.44333	7.668
8.44500	7.667
8.44667	7.666
8.44833	7.665
8.45000	7.665
8.45167	7.664
8.45333	7.663
8.45500	7.662
8.45667	7.662
8.45833	7.661
8.46000	7.660
8.46167	7.659
8.46333	7.659
8.46500	7.658
8.46667	7.657
8.46833	7.656
8.47000	7.656
8.47167	7.655
8.47333	7.654
8.47500	7.653
8.47667	7.653
8.47833	7.652
8.48000	7.651
8.48167	7.650
8.48333	7.650
8.48500	7.649
8.48667	7.648
8.48833	7.647
8.49000	7.647
8.49167	7.646
8.49333	7.645
8.49500	7.644
8.49667	7.644
8.49833	7.643
8.50000	7.642
8.50167	7.641
8.50333	7.641
8.50500	7.640
8.50667	7.639
8.50833	7.638
8.51000	7.638
8.51167	7.637
8.51333	7.636
8.51500	7.635
8.51667	7.635
8.51833	7.634
8.52000	7.633
8.52167	7.632
8.52333	7.632
8.52500	7.631
8.52667	7.630
8.52833	7.629
8.53000	7.629
8.53167	7.628
8.53333	7.627
8.53500	7.626
8.53667	7.626
8.53833	7.625
8.54000	7.624
8.54167	7.623
8.54333	7.623
8.54500	7.622
8.54667	7.621
8.54833	7.620
8.55000	7.620
8.55167	7.619
8.55333	7.618
8.55500	7.617
8.55667	7.617
8.55833	7.616
8.56000	7.615
8.56167	7.614
8.56333	7.614
8.56500	7.613
8.56667	7.612
8.56833	7.611
8.57000	7.611
8.57167	7.610
8.57333	7.609
8.57500	7.608
8.57667	7.608
8.57833	7.607
8.58000	7.606
8.58167	7.605
8.58333	7.605
8.58500	7.604
8.58667	7.603
8.58833	7.602
8.59000	7.602
8.59167	7.601
8.59333	7.600
8.59500	7.599
8.59667	7.599
8.59833	7.598
8.60000	7.597
8.60167	7.596
8.60333	7.596
8.60500	7.595
8.60667	7.594
8.60833	7.593
8.61000	7.593
8.61167	7.592
8.61333	7.591
8.61500	7.590
8.61667	7.590
8.61833	7.589
8.62000	7.588
8.62167	7.587
8.62333	7.587
8.62500	7.586
8.62667	7.585
8.62833	7.584
8.63000	7.584
8.63167	7.583
8.63333	7.582
8.63500	7.582
8.63667	7.581
8.63833	7.580
8.64000	7.579
8.64167	7.579
8.64333	7.578
8.64500	7.577
8.64667	7.576
8.64833	7.576
8.65000	7.575
8.65167	7.574
8.65333	7.573
8.65500	7.573
8.65667	7.572
8.65833	7.571
8.66000	7.570
8.66167	7.570
8.66333	7.569
8.66500	7.568
8.66667	7.567
8.66833	7.567
8.67000	7.566
8.67167	7.565
8.67333	7.564
8.67500	7.564
8.67667	7.563
8.67833	7.562
8.68000	7.561
8.68167	7.561
8.68333	7.560
8.68500	7.559
8.68667	7.558
8.68833	7.558
8.69000	7.557
8.69167	7.556
8.69333	7.555
8.69500	7.555
8.69667	7.554
8.69833	7.553
8.70000	7.552
8.70167	7.552
8.70333	7.551
8.70500	7.550
8.70667	7.549
8.70833	7.549
8.71000	7.548
8.71167	7.547
8.71333	7.546
8.71500	7.546
8.71667	7.545
8.71833	7.544
8.72000	7.543
8.72167	7.543
8.72333	7.542
8.72500	7.541
8.72667	7.540
8.72833	7.540
8.73000	7.539
8.73167	7.538
8.73333	7.537
8.73500	7.537
8.73667	7.536
8.73833	7.535
8.74000	7.534
8.74167	7.534
8.74333	7.533
8.74500	7.532
8.74667	7.531
8.74833	7.531
8.75000	7.530
8.75167	7.529
8.75333	7.528
8.75500	7.528
8.75667	7.527
8.75833	7.526
8.76000	7.525
8.76167	7.525
8.76333	7.524
8.76500	7.523
8.76667	7.522
8.76833	7.522
8.77000	7.521
8.77167	7.520
8.77333	7.519
8.77500	7.519
8.77667	7.518
8.77833	7.517
8.78000	7.516
8.78167	7.516
8.78333	7.515
8.78500	7.514
8.78667	7.513
8.78833	7.513
8.79000	7.512
8.79167	7.511
8.79333	7.510
8.79500	7.510
8.79667	7.509
8.79833	7.508
8.80000	7.507
8.80167	7.507
8.80333	7.506
8.80500	7.505
8.80667	7.504
8.80833	7.504
8.81000	7.503
8.81167	7.502
8.81333	7.501
8.81500	7.501
8.81667	7.500
8.81833	7.499
8.82000	7.498
8.82167	7.498
8.82333	7.497
8.82500	7.496
8.82667	7.495
8.82833	7.495
8.83000	7.494
8.83167	7.493
8.83333	7.492
8.83500	7.492
8.83667	7.491
8.83833	7.490
8.84000	7.489
8.84167	7.489
8.84333	7.488
8.84500	7.487
8.84667	7.487
8.84833	7.486
8.85000	7.485
8.85167	7.484
8.85333	7.484
8.85500	7.483
8.85667	7.482
8.85833	7.481
8.86000	7.481
8.86167	7.480
8.86333	7.479
8.86500	7.478
8.86667	7.478
8.86833	7.477
8.87000	7.476
8.87167	7.475
8.87333	7.475
8.87500	7.474
8.87667	7.473
8.87833	7.472
8.88000	7.472
8.88167	7.471
8.88333	7.470
8.88500	7.469
8.88667	7.469
8.88833	7.468
8.89000	7.467
8.89167	7.466
8.89333	7.466
8.89500	7.465
8.89667	7.464
8.89833	7.463
8.90000	7.463
8.90167	7.462
8.90333	7.461
8.90500	7.460
8.90667	7.460
8.90833	7.459
8.91000	7.458
8.91167	7.457
8.91333	7.457
8.91500	7.456
8.91667	7.455
8.91833	7.454
8.92000	7.454
8.92167	7.453
8.92333	7.452
8.92500	7.451
8.92667	7.451
8.92833	7.450
8.93000	7.449
8.93167	7.448
8.93333	7.448
8.93500	7.447
8.93667	7.446
8.93833	7.445
8.94000	7.445
8.94167	7.444
8.94333	7.443
8.94500	7.442
8.94667	7.442
8.94833	7.441
8.95000	7.440
8.95167	7.439
8.95333	7.439
8.95500	7.438
8.95667	7.437
8.95833	7.436
8.96000	7.436
8.96167	7.435
8.96333	7.434
8.96500	7.433
8.96667	7.433
8.96833	7.432
8.97000	7.431
8.97167	7.430
8.97333	7.430
8.97500	7.429
8.97667	7.428
8.97833	7.427
8.98000	7.427
8.98167	7.426
8.98333	7.425
8.98500	7.424
8.98667	7.424
8.98833	7.423
8.99000	7.422
8.99167	7.421
8.99333	7.421
8.99500	7.420
8.99667	7.419
8.99833	7.418
9.00000	7.418
9.00167	7.417
9.00333	7.416
9.00500	7.415
9.00667	7.415
9.00833	7.414
9.01000	7.413
9.01167	7.412
9.01333	7.412
9.01500	7.411
9.01667	7.410
9.01833	7.409
9.02000	7.409
9.02167	7.408
9.02333	7.407
9.02500	7.406
9.02667	7.406
9.02833	7.405
9.03000	7.404
9.03167	7.403
9.03333	7.403
9.03500	7.402
9.03667	7.401
9.03833	7.400
9.04000	7.400
9.04167	7.399
9.04333	7.398
9.04500	7.397
9.04667	7.397
9.04833	7.396
9.05000	7.395
9.05167	7.394
9.05333	7.394
9.05500	7.393
9.05667	7.392
9.05833	7.392
9.06000	7.391
9.06167	7.390
9.06333	7.389
9.06500	7.389
9.06667	7.388
9.06833	7.387
9.07000	7.386
9.07167	7.386
9.07333	7.385
9.07500	7.384
9.07667	7.383
9.07833	7.383
9.08000	7.382
9.08167	7.381
9.08333	7.380
9.08500	7.380
9.08667	7.379
9.08833	7.378
9.09000	7.377
9.09167	7.377
9.09333	7.376
9.09500	7.375
9.09667	7.374
9.09833	7.374
9.10000	7.373
9.10167	7.372
9.10333	7.371
9.10500	7.371
9.10667	7.370
9.10833	7.369
9.11000	7.368
9.11167	7.368
9.11333	7.367
9.11500	7.366
9.11667	7.365
9.11833	7.365
9.12000	7.364
9.12167	7.363
9.12333	7.362
9.12500	7.362
9.12667	7.361
9.12833	7.360
9.13000	7.359
9.13167	7.359
9.13333	7.358
9.13500	7.357
9.13667	7.356
9.13833	7.356
9.14000	7.355
9.14167	7.354
9.14333	7.353
9.14500	7.353
9.14667	7.352
9.14833	7.351
9.15000	7.350
9.15167	7.350
9.15333	7.349
9.15500	7.348
9.15667	7.347
9.15833	7.347
9.16000	7.346
9.16167	7.345
9.16333	7.344
9.16500	7.344
9.16667	7.343
9.16833	7.342
9.17000	7.341
9.17167	7.341
9.17333	7.340
9.17500	7.339
9.17667	7.338
9.17833	7.338
9.18000	7.337
9.18167	7.336
9.18333	7.335
9.18500	7.335
9.18667	7.334
9.18833	7.333
9.19000	7.332
9.19167	7.332
9.19333	7.331
9.19500	7.330
9.19667	7.329
9.19833	7.329
9.20000	7.328
9.20167	7.327
9.20333	7.326
9.20500	7.326
9.20667	7.325
9.20833	7.324
9.21000	7.323
9.21167	7.323
9.21333	7.322
9.21500	7.321
9.21667	7.320
9.21833	7.320
9.22000	7.319
9.22167	7.318
9.22333	7.317
9.22500	7.317
9.22667	7.316
9.22833	7.315
9.23000	7.314
9.23167	7.314
9.23333	7.313
9.23500	7.312
9.23667	7.311
9.23833	7.311
9.24000	7.310
9.24167	7.309
9.24333	7.308
9.24500	7.308
9.24667	7.307
9.24833	7.306
9.25000	7.305
9.25167	7.305
9.25333	7.304
9.25500	7.303
9.25667	7.302
9.25833	7.302
9.26000	7.301
9.26167	7.300
9.26333	7.299
9.26500	7.299
9.26667	7.298
9.26833	7.297
9.27000	7.296
9.27167	7.296
9.27333	7.295
9.27500	7.294
9.27667	7.294
9.27833	7.293
9.28000	7.292
9.28167	7.291
9.28333	7.291
9.28500	7.290
9.28667	7.289
9.28833	7.288
9.29000	7.288
9.29167	7.287
9.29333	7.286
9.29500	7.285
9.29667	7.285
9.29833	7.284
9.30000	7.283
9.30167	7.282
9.30333	7.282
9.30500	7.281
9.30667	7.280
9.30833	7.279
9.31000	7.279
9.31167	7.278
9.31333	7.277
9.31500	7.276
9.31667	7.276
9.31833	7.275
9.32000	7.274
9.32167	7.273
9.32333	7.273
9.32500	7.272
9.32667	7.271
9.32833	7.270
9.33000	7.270
9.33167	7.269
9.33333	7.268
9.33500	7.267
9.33667	7.267
9.33833	7.266
9.34000	7.265
9.34167	7.264
9.34333	7.264
9.34500	7.263
9.34667	7.262
9.34833	7.261
9.35000	7.261
9.35167	7.260
9.35333	7.259
9.35500	7.258
9.35667	7.258
9.35833	7.257
9.36000	7.256
9.36167	7.255
9.36333	7.255
9.36500	7.254
9.36667	7.253
9.36833	7.252
9.37000	7.252
9.37167	7.251
9.37333	7.250
9.37500	7.249
9.37667	7.249
9.37833	7.248
9.38000	7.247
9.38167	7.246
9.38333	7.246
9.38500	7.245
9.38667	7.244
9.38833	7.243
9.39000	7.243
9.39167	7.242
9.39333	7.241
9.39500	7.240
9.39667	7.240
9.39833	7.239
9.40000	7.238
9.40167	7.237
9.40333	7.237
9.40500	7.236
9.40667	7.235
9.40833	7.234
9.41000	7.234
9.41167	7.233
9.41333	7.232
9.41500	7.231
9.41667	7.231
9.41833	7.230
9.42000	7.229
9.42167	7.228
9.42333	7.228
9.42500	7.227
9.42667	7.226
9.42833	7.225
9.43000	7.225
9.43167	7.224
9.43333	7.223
9.43500	7.222
9.43667	7.222
9.43833	7.221
9.44000	7.220
9.44167	7.219
9.44333	7.219
9.44500	7.218
9.44667	7.217
9.44833	7.216
9.45000	7.216
9.45167	7.215
9.45333	7.214
9.45500	7.213
9.45667	7.213
9.45833	7.212
9.46000	7.211
9.46167	7.210
9.46333	7.210
9.46500	7.209
9.46667	7.208
9.46833	7.207
9.47000	7.207
9.47167	7.206
9.47333	7.205
9.47500	7.204
9.47667	7.204
9.47833	7.203
9.48000	7.202
9.48167	7.201
9.48333	7.201
9.48500	7.200
9.48667	7.199
9.48833	7.199
9.49000	7.198
9.49167	7.197
9.49333	7.196
9.49500	7.196
9.49667	7.195
9.49833	7.194
9.50000	7.193
9.50167	7.193
9.50333	7.192
9.50500	7.191
9.50667	7.190
9.50833	7.190
9.51000	7.189
9.51167	7.188
9.51333	7.187
9.51500	7.187
9.51667	7.186
9.51833	7.185
9.52000	7.184
9.52167	7.184
9.52333	7.183
9.52500	7.182
9.52667	7.181
9.52833	7.181
9.53000	7.180
9.53167	7.179
9.53333	7.178
9.53500	7.178
9.53667	7.177
9.53833	7.176
9.54000	7.175
9.54167	7.175
9.54333	7.174
9.54500	7.173
9.54667	7.172
9.54833	7.172
9.55000	7.171
9.55167	7.170
9.55333	7.169
9.55500	7.169
9.55667	7.168
9.55833	7.167
9.56000	7.166
9.56167	7.166
9.56333	7.165
9.56500	7.164
9.56667	7.163
9.56833	7.163
9.57000	7.162
9.57167	7.161
9.57333	7.160
9.57500	7.160
9.57667	7.159
9.57833	7.158
9.58000	7.157
9.58167	7.157
9.58333	7.156
9.58500	7.155
9.58667	7.154
9.58833	7.154
9.59000	7.153
9.59167	7.152
9.59333	7.151
9.59500	7.151
9.59667	7.150
9.59833	7.149
9.60000	7.148
9.60167	7.148
9.60333	7.147
9.60500	7.146
9.60667	7.145
9.60833	7.145
9.61000	7.144
9.61167	7.143
9.61333	7.142
9.61500	7.142
9.61667	7.141
9.61833	7.140
9.62000	7.139
9.62167	7.139
9.62333	7.138
9.62500	7.137
9.62667	7.136
9.62833	7.136
9.63000	7.135
9.63167	7.134
9.63333	7.133
9.63500	7.133
9.63667	7.132
9.63833	7.131
9.64000	7.130
9.64167	7.130
9.64333	7.129
9.64500	7.128
9.64667	7.127
9.64833	7.127
9.65000	7.126
9.65167	7.125
9.65333	7.124
9.65500	7.124
9.65667	7.123
9.65833	7.122
9.66000	7.121
9.66167	7.121
9.66333	7.120
9.66500	7.119
9.66667	7.118
9.66833	7.118
9.67000	7.117
9.67167	7.116
9.67333	7.115
9.67500	7.115
9.67667	7.114
9.67833	7.113
9.68000	7.112
9.68167	7.112
9.68333	7.111
9.68500	7.110
9.68667	7.109
9.68833	7.109
9.69000	7.108
9.69167	7.107
9.69333	7.106
9.69500	7.106
9.69667	7.105
9.69833	7.104
9.70000	7.103
9.70167	7.103
9.70333	7.102
9.70500	7.101
9.70667	7.101
9.70833	7.100
9.71000	7.099
9.71167	7.098
9.71333	7.098
9.71500	7.097
9.71667	7.096
9.71833	7.095
9.72000	7.095
9.72167	7.094
9.72333	7.093
9.72500	7.092
9.72667	7.092
9.72833	7.091
9.73000	7.090
9.73167	7.089
9.73333	7.089
9.73500	7.088
9.73667	7.087
9.73833	7.086
9.74000	7.086
9.74167	7.085
9.74333	7.084
9.74500	7.083
9.74667	7.083
9.74833	7.082
9.75000	7.081
9.75167	7.080
9.75333	7.080
9.75500	7.079
9.75667	7.078
9.75833	7.077
9.76000	7.077
9.76167	7.076
9.76333	7.075
9.76500	7.074
9.76667	7.074
9.76833	7.073
9.77000	7.072
9.77167	7.071
9.77333	7.071
9.77500	7.070
9.77667	7.069
9.77833	7.068
9.78000	7.068
9.78167	7.067
9.78333	7.066
9.78500	7.065
9.78667	7.065
9.78833	7.064
9.79000	7.063
9.79167	7.062
9.79333	7.062
9.79500	7.061
9.79667	7.060
9.79833	7.059
9.80000	7.059
9.80167	7.058
9.80333	7.057
9.80500	7.056
9.80667	7.056
9.80833	7.055
9.81000	7.054
9.81167	7.053
9.81333	7.053
9.81500	7.052
9.81667	7.051
9.81833	7.050
9.82000	7.050
9.82167	7.049
9.82333	7.048
9.82500	7.047
9.82667	7.047
9.82833	7.046
9.83000	7.045
9.83167	7.044
9.83333	7.044
9.83500	7.043
9.83667	7.042
9.83833	7.041
9.84000	7.041
9.84167	7.040
9.84333	7.039
9.84500	7.038
9.84667	7.038
9.84833	7.037
9.85000	7.036
9.85167	7.035
9.85333	7.035
9.85500	7.034
9.85667	7.033
9.85833	7.032
9.86000	7.032
9.86167	7.031
9.86333	7.030
9.86500	7.029
9.86667	7.029
9.86833	7.028
9.87000	7.027
9.87167	7.026
9.87333	7.026
9.87500	7.025
9.87667	7.024
9.87833	7.023
9.88000	7.023
9.88167	7.022
9.88333	7.021
9.88500	7.020
9.88667	7.020
9.88833	7.019
9.89000	7.018
9.89167	7.017
9.89333	7.017
9.89500	7.016
9.89667	7.015
9.89833	7.014
9.90000	7.014
9.90167	7.013
9.90333	7.012
9.90500	7.011
9.90667	7.011
9.90833	7.010
9.91000	7.009
9.91167	7.008
9.91333	7.008
9.91500	7.007
9.91667	7.006
9.91833	7.006
9.92000	7.005
9.92167	7.004
9.92333	7.003
9.92500	7.003
9.92667	7.002
9.92833	7.001
9.93000	7.000
9.93167	7.000
9.93333	6.999
9.93500	6.998
9.93667	6.997
9.93833	6.997
9.94000	6.996
9.94167	6.995
9.94333	6.994
9.94500	6.994
9.94667	6.993
9.94833	6.992
9.95000	6.991
9.95167	6.991
9.95333	6.990
9.95500	6.989
9.95667	6.988
9.95833	6.988
9.96000	6.987
9.96167	6.986
9.96333	6.985
9.96500	6.985
9.96667	6.984
9.96833	6.983
9.97000	6.982
9.97167	6.982
9.97333	6.981
9.97500	6.980
9.97667	6.979
9.97833	6.979
9.98000	6.978
9.98167	6.977
9.98333	6.976
9.98500	6.976
9.98667	6.975
9.98833	6.974
9.99000	6.973
9.99167	6.973
9.99333	6.972
9.99500	6.971
9.99667	6.970
9.99833	6.970
10.00000	6.969
10.00167	6.968
10.00333	6.967
10.00500	6.967
10.00667	6.966
10.00833	6.965
10.01000	6.964
10.01167	6.964
10.01333	6.963
10.01500	6.962
10.01667	6.961
10.01833	6.961
10.02000	6.960
10.02167	6.959
10.02333	6.958
10.02500	6.958
10.02667	6.957
10.02833	6.956
10.03000	6.955
10.03167	6.955
10.03333	6.954
10.03500	6.953
10.03667	6.952
10.03833	6.952
10.04000	6.951
10.04167	6.950
10.04333	6.949
10.04500	6.949
10.04667	6.948
10.04833	6.947
10.05000	6.946
10.05167	6.946
10.05333	6.945
10.05500	6.944
10.05667	6.943
10.05833	6.943
10.06000	6.942
10.06167	6.941
10.06333	6.940
10.06500	6.940
10.06667	6.939
10.06833	6.938
10.07000	6.937
10.07167	6.937
10.07333	6.936
10.07500	6.935
10.07667	6.934
10.07833	6.934
10.08000	6.933
10.08167	6.932
10.08333	6.931
10.08500	6.931
10.08667	6.930
10.08833	6.929
10.09000	6.928
10.09167	6.928
10.09333	6.927
10.09500	6.926
10.09667	6.925
10.09833	6.925
10.10000	6.924
10.10167	6.923
10.10333	6.922
10.10500	6.922
10.10667	6.921
10.10833	6.920
10.11000	6.919
10.11167	6.919
10.11333	6.918
10.11500	6.917
10.11667	6.916
10.11833	6.916
10.12000	6.915
10.12167	6.914
10.12333	6.913
10.12500	6.913
10.12667	6.912
10.12833	6.911
10.13000	6.911
10.13167	6.910
10.13333	6.909
10.13500	6.908
10.13667	6.908
10.13833	6.907
10.14000	6.906
10.14167	6.905
10.14333	6.905
10.14500	6.904
10.14667	6.903
10.14833	6.902
10.15000	6.902
10.15167	6.901
10.15333	6.900
10.15500	6.899
10.15667	6.899
10.15833	6.898
10.16000	6.897
10.16167	6.896
10.16333	6.896
10.16500	6.895
10.16667	6.894
10.16833	6.893
10.17000	6.893
10.17167	6.892
10.17333	6.891
10.17500	6.890
10.17667	6.890
10.17833	6.889
10.18000	6.888
10.18167	6.887
10.18333	6.887
10.18500	6.886
10.18667	6.885
10.18833	6.884
10.19000	6.884
10.19167	6.883
10.19333	6.882
10.19500	6.881
10.19667	6.881
10.19833	6.880
10.20000	6.879
10.20167	6.878
10.20333	6.878
10.20500	6.877
10.20667	6.876
10.20833	6.875
10.21000	6.875
10.21167	6.874
10.21333	6.873
10.21500	6.872
10.21667	6.872
10.21833	6.871
10.22000	6.870
10.22167	6.869
10.22333	6.869
10.22500	6.868
10.22667	6.867
10.22833	6.866
10.23000	6.866
10.23167	6.865
10.23333	6.864
10.23500	6.863
10.23667	6.863
10.23833	6.862
10.24000	6.861
10.24167	6.860
10.24333	6.860
10.24500	6.859
10.24667	6.858
10.24833	6.857
10.25000	6.857
10.25167	6.856
10.25333	6.855
10.25500	6.854
10.25667	6.854
10.25833	6.853
10.26000	6.852
10.26167	6.851
10.26333	6.851
10.26500	6.850
10.26667	6.849
10.26833	6.848
10.27000	6.848
10.27167	6.847
10.27333	6.846
10.27500	6.845
10.27667	6.845
10.27833	6.844
10.28000	6.843
